sample_id	reference	material_source_and_purity	synthesis_method	processing_route	operating_temperature	conductivity
1183	实验室自制	Zirconia powder with a particle size of 200 nm, ceria powder, and scandia powder.	Solid-state synthesis	dry pressing	700	0.00201502411804348
1184	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	650	0.00119890963011614
1185	实验室自制	Zirconia powder with a particle size of 200 nm, cerium oxide, and scandium oxide were used.	Solid-state synthesis	dry pressing	600	0.00065943271705144
1186	实验室自制	The materials are zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	550	0.000328030964172212
1187	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	500	0.000143937090523918
1188	实验室自制	A powder mixture of zirconia (200 nm), ceria, and scandia was used.	Solid-state synthesis	dry pressing	850	0.011202882406675
1189	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	800	0.00785293401344881
1190	实验室自制	Zirconia (200 nm), ceria, and scandia powders were used.	Solid-state synthesis	dry pressing	750	0.00527167524533236
1191	实验室自制	The materials were zirconia (200 nm), ceria, and scandia.	Solid-state synthesis	dry pressing	700	0.00333536411021287
1192	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as the materials.	Solid-state synthesis	dry pressing	650	0.00195608580856841
1193	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00105692767623631
1194	实验室自制	ZrO2 (200 nm), CeO2, and Sc2O3 powders were used.	Solid-state synthesis	dry pressing	550	0.000515574476212833
1195	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	500	0.00021733554104303
1196	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	850	0.0031230199631404
1197	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia powders was used.	Solid-state synthesis	dry pressing	800	0.00209006327234422
1198	实验室自制	Zirconia (200 nm), ceria, and scandia were used as the starting materials.	Solid-state synthesis	dry pressing	750	0.00136412709562269
1199	实验室自制	Zirconia (200 nm), ceria, and scandia were used as raw materials.	Solid-state synthesis	dry pressing	700	0.000812326504073677
1200	实验室自制	ZrO2 (200 nm), CeO2, and Sc2O3 were used as raw materials.	Solid-state synthesis	dry pressing	650	0.000445410487626915
1201	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	600	0.000227432779109555
1202	实验室自制	A mixture of zirconia (200 nm), ceria, and scandia powders was used.	Solid-state synthesis	dry pressing	550	0.000104228396315851
1203	实验室自制	Zirconia (200 nm), cerium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	500	0.0000423068659538905
1204	实验室自制	ZrO2 powder with a particle size of 200 nm, along with Yb2O3 and Sc2O3 powders.	Solid-state synthesis	dry pressing	850	0.0502882598609246
1205	实验室自制	Zirconia powder with a particle size of 200 nm, ytterbium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	800	0.0370889222258225
1206	实验室自制	The materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	750	0.025735011708098
1207	实验室自制	Zirconia powder with a particle size of 200 nm, ytterbium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	700	0.016541209143735
1208	实验室自制	ZrO2 powder with a particle size of 200 nm, Yb2O3 powder, and Sc2O3 powder were used as starting materials.	Solid-state synthesis	dry pressing	650	0.00953756343707583
1209	实验室自制	Zirconia powder with a particle size of 200 nm, ytterbium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	600	0.00476692832494346
1210	实验室自制	A material mixture consisting of zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	550	0.001897479359542
1211	实验室自制	Zirconia (200 nm), ytterbium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	500	0.00054878329217358
1212	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	850	0.0414242155845202
1213	实验室自制	The materials used were ZrO2 with a particle size of 200 nm, Yb2O3, and Sc2O3.	Solid-state synthesis	dry pressing	800	0.0300137085863248
1214	实验室自制	Zirconia (200 nm), ytterbium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	750	0.0204586318712484
1215	实验室自制	ZrO2 powder with a particle size of 200 nm, along with Yb2O3 and Sc2O3 powders, were used as starting materials.	Solid-state synthesis	dry pressing	700	0.0128431634510626
1216	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	650	0.00725971083355125
1217	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	600	0.0036461230687779
1218	实验室自制	Zirconia (200 nm), ytterbium oxide, and scandium oxide were used as raw materials.	Solid-state synthesis	dry pressing	550	0.00155261754595415
1219	实验室自制	Zirconia powder with a particle size of 200 nm was used together with ytterbium oxide and scandium oxide.	Solid-state synthesis	dry pressing	500	0.000523758536961358
1220	实验室自制	The materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	850	0.0348761704334248
1221	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	800	0.0236076177893457
1222	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	750	0.0147142760595141
1223	实验室自制	The materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	700	0.00850836414067248
1224	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used as the raw materials.	Solid-state synthesis	dry pressing	650	0.00457016901066614
1225	实验室自制	A material mixture consisting of zirconia with a particle size of 200 nm, ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	600	0.00240001895489304
1226	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	550	0.000912606739210303
1227	实验室自制	The raw materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	500	0.000322318509216542
1228	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	850	0.0468789945189886
1229	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	800	0.0344359699738057
1230	实验室自制	The raw materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	750	0.0232675472795984
1231	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	700	0.0144083556375756
1232	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	650	0.00811076008804305
1233	实验室自制	Zirconia powder with a particle size of 200 nm, ytterbium oxide, and scandium oxide were used.	Solid-state synthesis	dry pressing	600	0.00396858396141981
1234	实验室自制	The raw description lists zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	550	0.00168332255458547
1235	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	500	0.000618081512350358
1236	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	850	0.0334255175008372
1237	实验室自制	A powder mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	800	0.0234764948475776
1238	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	750	0.0155046870514088
1239	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	700	0.00945848177955417
1240	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	650	0.00518986770187084
1241	实验室自制	ZrO2 powder with a particle size of 200 nm, Yb2O3, and Sc2O3 were used.	Solid-state synthesis	dry pressing	600	0.00251781266101025
1242	实验室自制	ZrO2 powder with a particle size of 200 nm, Yb2O3, and Sc2O3 were used as starting materials.	Solid-state synthesis	dry pressing	550	0.00105802424218733
1243	实验室自制	Zirconia powder with a particle size of 200 nm, ytterbium oxide, and scandium oxide were used.	Solid-state synthesis	dry pressing	500	0.000392919913765263
1244	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used as raw materials.	Solid-state synthesis	dry pressing	850	0.0333624309292467
1245	实验室自制	Zirconia powder with a particle size of 200 nm, ytterbium oxide, and scandium oxide were used as starting materials.	Solid-state synthesis	dry pressing	800	0.0247157945357071
1246	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used as raw materials.	Solid-state synthesis	dry pressing	750	0.0154699284794715
1247	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	700	0.00870963910581905
1248	实验室自制	The raw materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	650	0.00420855800779555
1249	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	600	0.00169333000923945
1250	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	550	0.000689556042815733
1251	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	500	0.000195135584788779
1252	实验室自制	Zirconia powder with a particle size of 200 nm was used together with ytterbium oxide and scandium oxide.	Solid-state synthesis	dry pressing	850	0.0353233146308126
1253	实验室自制	The materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	800	0.0238216529911941
1254	实验室自制	The materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	750	0.0164245130896202
1255	实验室自制	Zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	700	0.0100430893659111
1256	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	650	0.00564070847124149
1257	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	600	0.00282746915548861
1258	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	550	0.00125034445920982
1259	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	500	0.000476939903504546
1260	实验室自制	The materials are zirconia with a particle size of 200 nm, ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	850	0.0275250262730779
1261	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	800	0.0192538846412119
1262	实验室自制	ZrO2 (200 nm), Yb2O3, and Sc2O3 were used as raw materials.	Solid-state synthesis	dry pressing	750	0.012727737712739
1263	实验室自制	The materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	700	0.00779160543275768
1264	实验室自制	ZrO2 powder with a particle size of 200 nm, Yb2O3, and Sc2O3 were used as raw materials.	Solid-state synthesis	dry pressing	650	0.00432974113775767
1265	实验室自制	The materials are zirconia with a particle size of 200 nm, ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	600	0.00215288051649735
1266	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	550	0.000966417358924917
1267	实验室自制	The raw materials were zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	500	0.000370465673064758
1268	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	800	0.0183419081584055
1269	实验室自制	The materials are zirconia with a particle size of 200 nm, ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	750	0.0100216919344163
1270	实验室自制	A mixture of zirconia (200 nm), ytterbium oxide, and scandium oxide was used.	Solid-state synthesis	dry pressing	700	0.00540169195265041
1271	实验室自制	ZrO2 powder with a particle size of 200 nm, along with Yb2O3 and Sc2O3 powders.	Solid-state synthesis	dry pressing	650	0.00243703674831961
1272	实验室自制	The materials are zirconia (200 nm), ytterbium oxide, and scandium oxide.	Solid-state synthesis	dry pressing	600	0.000965449857488902
